Name,Symbol,Atomic_Number,Atomic_Weight,Density,Melting_Point,Boiling_Point,Phase,Absolute_Melting_Point,Absolute_Boiling_Point,Critical_Pressure,Critical_Temperature,Heat_of_Fusion,Heat_of_Vaporization,Specific_Heat,Adiabatic_Index,Neel_Point,Thermal_Conductivity,Thermal_Expansion,Density_Liquid,Molar_Volume,Brinell_Hardness,Mohs_Hardness,Vickers_Hardness,Bulk_Modulus,Shear_Modulus,Young_Modulus,Poisson_Ratio,Refractive_Index,Speed_of_Sound,Valence,Electronegativity,ElectronAffinity,DOT_Hazard_Class,DOT_Numbers,RTECS_Number,Alternate_Names,Block,Group,Period,Series,Electron_Configuration,Color,Gas_phase,CAS_Number,CID_Number,Electrical_Type,Electrical_Conductivity,Resistivity,Superconducting_Point,Magnetic_Type,Curie_Point,Mass_Magnetic_Susceptibility,Molar_Magnetic_Susceptibility,Volume_Magnetic_Susceptibility,Percent_in_Universe,Percent_in_Sun,Percent_in_Meteorites,Percent_in_Earths_Crust,Percent_in_Oceans,Percent_in_Humans,Atomic_Radius,Covalent_Radius,Van_der_Waals_Radius,Space_Group_Name,Space_Group_Number,HalfLife,Lifetime,Decay_Mode,Quantum_Numbers,Neutron_Cross_Section,Neutron_Mass_Absorption,Autoignition_Point,Flashpoint,Heat_of_Combustion,Gmelin_Number,Production,Price,IUPAC_Period,IUPAC_Group,IUPAC_Number,IUPAC_Series
Rhenium,Re,75,186.207,21020,3459.15,5869.15,Solid,3459,5869,NA,NA,33,705,137,,NA,48,6.2e-6,18900,8.85856e-6,1320000000,7,2450000000,370000000000,178000000000,463000000000,0.3,NA,4700,7,1.9,14.5,NA,NA,RTECSVI0780000,,d,7,6,Transition Metal,[Xe]6s24f145d5,Gray,,CAS7440-15-5,CID23947,Conductor,5600000,1.8e-7,1.7,Paramagnetic,NA,NA,NA,9.59e-5,2e-8,1e-8,4.9e-6,2.6e-7,1e-10,NA,1.88e-10,1.51e-10,NA,P63/mmc,194,Inf,Inf,,6S5/2,90,0.016,NA,NA,NA,Gmelin16243,50119,3162,6,7,75,Transition Metal
Osmium,Os,76,190.23,22590,3306.15,5285.15,Solid,3306,5285,NA,NA,31,630,130,,NA,87,5.1e-6,20000,8.421e-6,3920000000,7,4137063913.4149995,NA,222000000000,NA,0.25,NA,4940,6,2.2,106.1,4.1,3089,RTECSRN1100000,,d,8,6,Transition Metal,[Xe]6s24f145d6,SlateGray,,CAS7440-04-2,CID23937,Conductor,12000000,8.000000000001e-8,0.66,Paramagnetic,NA,NA,NA,1.4e-5,3e-7,2e-7,6.5e-5,1.8e-7,NA,NA,1.85e-10,1.44e-10,NA,P63/mmc,194,Inf,Inf,,5D4,15,0.0023,NA,NA,NA,Gmelin16234,5012,31623,6,8,76,Transition Metal
Iridium,Ir,77,192.217,22560,2739.15,4701.15,Solid,2739,4701,NA,NA,26,560,131,,NA,150,6.4e-6,19000,8.5203e-6,1670000000,6.5,1760000000,320000000000,210000000000,528000000000,0.26,NA,4825,6,2.2,151,4.1,3089,,,d,9,6,Transition Metal,[Xe]6s24f145d7,Silver,,CAS7439-88-5,CID23924,Conductor,21000000,4.699999999998e-8,0.11,Paramagnetic,NA,NA,NA,3.77e-5,2e-7,2e-7,5.4e-5,4e-8,NA,NA,1.8e-10,1.41e-10,NA,"Fm_
3m",225,Inf,Inf,,4F9/2,425,0.081,NA,NA,NA,Gmelin16298,7700,203000,6,9,77,Transition Metal
Platinum,Pt,78,195.078,21450,2041.4499999999998,4098.15,Solid,2041.4,4098,NA,NA,20,490,133,,NA,71,8.9e-6,19770,9.0948e-6,392000000,3.5,549000000,230000000000,61000000000,168000000000,0.38,NA,2680,6,2.28,205.3,4.1,3089,RTECSTP2160000,,d,10,6,Transition Metal,[Xe]6s14f145d9,Gray,,CAS7440-06-4,CID23939,Conductor,9400000,1.1e-7,NA,Paramagnetic,NA,NA,NA,2.573e-4,5e-7,9e-7,9.8e-5,3.7e-6,NA,NA,1.77e-10,1.36e-10,1.75e-10,"Fm_
3m",225,Inf,Inf,,3D3,10,0.002,NA,NA,NA,Gmelin79607,200000,30000,6,10,78,Transition Metal
Gold,Au,79,196.96655,19300,1337.33,3129.15,Solid,1337.33,3129,NA,NA,12.5,330,129.1,,NA,320,1.42e-5,17310,1.021e-5,2450000000,2.5,216000000,220000000000,27000000000,78000000000,0.44,NA,1740,5,2.54,222.8,NA,NA,RTECSMD5070000,Aurum,d,11,6,Transition Metal,[Xe]6s14f145d10,Gold,,CAS7440-57-5,CID23985,Conductor,45000000,2.2e-8,NA,Diamagnetic,NA,NA,NA,-3.44e-5,6e-8,1e-7,1.7e-5,3.1e-7,5e-9,1e-5,1.74e-10,1.36e-10,1.66e-10,"Fm_
3m",225,Inf,Inf,,2S1/2,98.7,0.017,NA,NA,NA,Gmelin16246,2511886,50119,6,11,79,Transition Metal
Mercury,Hg,80,200.59,13534,234.32,629.88,Liquid,234.32,629.88,172000000,1750,2.29,59.2,139.5,,NA,8.3,1.81e-4,13534,1.48213e-5,NA,NA,NA,25000000000,NA,NA,NA,1.000933,1407,2,2,0,8,2809,RTECSOV4550000,Hydrargyrum,d,12,6,Transition Metal,[Xe]6s24f145d10,Silver,,CAS7439-97-6,CID23931,Conductor,1000000,9.6e-7,4.154,Diamagnetic,NA,NA,NA,-2.84e-5,1e-7,2e-6,2.5e-5,6.7e-6,5e-9,NA,1.71e-10,1.32e-10,1.55e-10,"R_
3m",166,Inf,Inf,,1S0,374,0.063,NA,NA,NA,Gmelin1623,1995262,50.12,6,12,80,Transition Metal
Thallium,Tl,81,204.3833,11850,577.15,1746.15,Solid,577,1746,NA,NA,4.2,165,129,,NA,46,2.99e-5,11220,1.72473e-5,26400000,1.2,NA,43000000000,2800000000,8000000000,0.45,NA,818,3,1.62,19.2,NA,1707,RTECSXG3425000,,p,13,6,Poor Metal,[Xe]6s24f145d106p1,Silver,,CAS7440-28-0,CID5359464,Conductor,6700000,1.5e-7,2.38,Diamagnetic,NA,NA,NA,-3.56e-5,5e-8,1e-7,7.9e-6,5.4e-5,1e-10,NA,1.56e-10,1.45e-10,1.96e-10,P63/mmc,194,Inf,Inf,,2P1/2,3.4,5.9e-4,NA,NA,NA,Gmelin16308,10000,NA,6,13,81,Poor Metal
Lead,Pb,82,207.2,11340,600.6099999999999,2022.15,Solid,600.61,2022,NA,NA,4.77,178,127,,NA,35,2.89e-5,10660,1.8272e-5,38300000,1.5,NA,46000000000,5600000000,16000000000,0.44,NA,1260,4,2.33,35.1,NA,3077,RTECSOF7525000,Plumbum,p,14,6,Poor Metal,[Xe]6s24f145d106p2,SlateGray,,CAS7439-92-1,CID5352425,Conductor,4800000,2.1e-7,7.2,Diamagnetic,NA,NA,NA,-1.7e-5,1e-6,9.9e-7,1.4e-4,0.001,3e-9,1.7e-4,1.5399999999999999e-10,1.4599999999999999e-10,2.02e-10,"Fm_
3m",225,Inf,Inf,,3P0,0.171,3e-5,NA,NA,NA,Gmelin16240,3981071706,1.905,6,14,82,Poor Metal
Bismuth,Bi,83,208.98038,9780,544.45,1837.15,Solid,544.4,1837,NA,NA,10.9,160,122,,NA,8,1.34e-5,10050,2.1368e-5,94200000,2.25,NA,31000000000,12000000000,32000000000,0.33,NA,1790,5,2.02,91.2,6.1,3080,RTECSEB2600000,,p,15,6,Poor Metal,[Xe]6s24f145d106p3,Gray,,CAS7440-69-9,CID5359367,Conductor,770000,1.3e-6,NA,Diamagnetic,NA,NA,NA,-1.7e-4,7e-8,9.9e-7,6.9e-6,2.5e-6,2e-9,NA,1.43e-10,1.48e-10,NA,C12/m1,12,6000761035008004e11,8701103500762552e11,AlphaEmission,4S3/2,0.034,6e-6,NA,NA,NA,Gmelin16267,6309573,31.62,6,15,83,Poor Metal
Polonium,Po,84,209,9196,527.15,1235.15,Solid,527,1235,NA,NA,13,100,NA,,NA,NA,NA,NA,2.272727272727e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,183.3,NA,NA,,,p,16,6,Chalcogen,[Xe]6s24f145d106p4,Silver,,CAS7440-08-6,,Conductor,2300000,4.3e-7,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2e-18,0,1.35e-10,1.4e-10,NA,Pm-3m,221,3220408422.120058,4640588533.740237,AlphaEmission,3P2,0.5,NA,NA,NA,NA,NA,NA,NA,6,16,84,Chalcogen
Astatine,At,85,210,NA,575.15,NA,Solid,575,NA,NA,NA,6,40,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2.2,270.1,NA,NA,,,p,17,6,Halogen,[Xe]6s24f145d106p5,Silver,,CAS7440-68-8,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,1.27e-10,1.5e-10,NA,,NA,29000.000000001597,42000.000000012,BetaPlusDecay,2P3/2,NA,NA,NA,NA,NA,NA,NA,NA,6,17,85,Halogen
Radon,Rn,86,222,9.73,202.14999999999998,211.45,Gas,202,211.3,6280000,377,3,17,93.65,5/3,NA,0.00361,NA,NA,0.02281603288798,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,7,2912,RTECSVE3750000,,p,18,6,Noble Gas,[Xe]6s24f145d106p6,Colorless,Monoatomic,CAS10043-92-2,CID24857,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,6e-20,NA,1.2e-10,1.5e-10,NA,,NA,330349.999999968,476590.0000000032,AlphaEmission,1S0,0.7,NA,NA,NA,NA,Gmelin16242,NA,NA,6,18,86,Noble Gas
Francium,Fr,87,223,NA,NA,NA,Solid,NA,NA,NA,NA,2,64,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.7,NA,NA,NA,,,s,1,7,Alkali Metal,[Rn]7s1,Silver,,CAS7440-73-5,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2.6e-10,NA,,NA,1300.0000000002,1900.0000000002,BetaDecay,2S1/2,NA,NA,NA,NA,NA,NA,NA,NA,7,1,87,Alkali Metal
Radium,Ra,88,226,5000,973.15,2010.15,Solid,973,2010,NA,NA,8,125,92,,NA,19,NA,NA,4.52e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.9,NA,NA,NA,,,s,2,7,Alkaline Earth Metal,[Rn]7s2,Silver,,CAS7440-14-4,CID6328144,Conductor,1000000,1e-6,NA,,NA,NA,NA,NA,NA,NA,NA,1e-11,1e-15,1e-13,NA,2.2099999999999999e-10,NA,"Im_
3m",229,50006341958.38952,73009259259.26509,AlphaEmission,1S0,13,NA,NA,NA,NA,Gmelin40437,NA,NA,7,2,88,Alkaline Earth Metal
Actinium,Ac,89,227,10070,1323.15,3473.15,Solid,1323,3473,NA,NA,14,400,120,,NA,12,NA,NA,2.254220456802e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.1,NA,NA,NA,,,f,,7,Actinide,[Rn]7s26d1,Silver,,CAS7440-34-8,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,2.15e-10,NA,"Fm_
3m",225,687147146.1188698,991335724.2517343,BetaDecay,2D3/2,880,0.078,NA,NA,NA,NA,NA,NA,9.5,4,89,Actinide
Thorium,Th,90,232.0381,11724,2023.15,5093.15,Solid,2023,5093,NA,NA,16,530,118,,NA,54,1.1e-5,NA,1.97917e-5,400000000,3,350000000,54000000000,31000000000,79000000000,0.27,NA,2490,4,1.3,NA,7,2975,RTECSXO6400000,,f,,7,Actinide,[Rn]7s26d2,Silver,,CAS7440-29-1,CID23960,Conductor,6700000,1.5e-7,1.38,Paramagnetic,NA,NA,NA,8.4e-5,4e-8,3e-8,3.9e-6,6e-4,4e-12,0,NA,2.0599999999999999e-10,NA,"Fm_
3m",225,443456240487024e3,639781139015595400,AlphaEmission,3F2,7.4,0.001,403.15,NA,NA,Gmelin16314,NA,79.43,9.5,5,90,Actinide
Protactinium,Pa,91,231.03588,15370,1845.15,4273.15,Solid,1845,4273,NA,NA,15,470,99.1,,NA,47,NA,NA,1.50316e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.5,NA,NA,NA,,,f,,7,Actinide,[Rn]7s25f26d1,Silver,,CAS7440-13-3,,Conductor,5600000,1.8e-7,1.41,Paramagnetic,NA,NA,NA,4.995e-4,NA,NA,NA,9.9e-13,2e-23,0,NA,2e-10,NA,I4/mmm,139,1034131151699.5635,1491189117199.2964,AlphaEmission,4K11/2,200,NA,NA,NA,NA,NA,NA,NA,9.5,6,91,Actinide
Uranium,U,92,238.02891,19050,1408.15,4200.15,Solid,1408,4200,NA,NA,14,420,116,,NA,27,1.39e-5,17300,1.2495e-5,2400000000,6,1960000000,100000000000,111000000000,208000000000,0.23,NA,3155,6,1.38,NA,7,2979,RTECSYR3490000,,f,,7,Actinide,[Rn]7s25f36d1,Silver,,CAS7440-61-1,CID23989,Conductor,3600000,2.8e-7,0.69,Paramagnetic,NA,NA,NA,4.11e-4,2e-8,1e-7,9.8e-7,1.8e-4,3.3e-7,1e-7,NA,1.96e-10,1.86e-10,Cmcm,63,141017884322684960,203425799086766900,AlphaEmission,5L6,7.57,5e-4,NA,NA,NA,Gmelin16315,50118723,100,9.5,7,92,Actinide
Neptunium,Np,93,237,20450,917.15,4273.15,Solid,917,4273,NA,NA,10,335,NA,,NA,6,NA,NA,1.158924205379e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.36,NA,NA,NA,,,f,,7,Actinide,[Rn]7s25f46d1,Silver,,CAS7439-99-8,,Conductor,830000,1.2e-6,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1.9e-10,NA,Pnma,62,67668581938117.88,97622380771173.9,AlphaEmission,6L11/2,180,NA,NA,NA,NA,NA,NA,NA,9.5,8,93,Actinide
Plutonium,Pu,94,244,19816,913.15,3503.15,Solid,913,3503,NA,NA,NA,325,NA,,NA,6,NA,16630,1.231328219621e-5,NA,NA,NA,NA,43000000000,96000000000,0.21,NA,2260,6,1.28,NA,NA,NA,,,f,,7,Actinide,[Rn]7s25f6,Silver,,CAS7440-07-5,CID23940,Conductor,670000,1.5e-6,NA,Paramagnetic,NA,NA,NA,6.282e-4,NA,0,0,0,0,0,NA,1.87e-10,NA,P121/m1,11,2500317097919791.5,3600456621006064,AlphaEmission,7F0,1.7,NA,NA,NA,NA,Gmelin40432,NA,NA,9.5,9,94,Actinide
Americium,Am,95,243,13670,1449.15,2284.15,Solid,1449,2284,NA,NA,NA,NA,NA,,NA,10,NA,NA,1.777615215801e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.3,NA,NA,NA,,,f,,7,Actinide,[Rn]7s25f7,Silver,,CAS7440-35-9,,,NA,NA,0.6,Paramagnetic,NA,NA,NA,7.04e-4,NA,0,0,0,0,0,NA,1.8e-10,NA,P63/mmc,194,233029553526.12418,336042617960.2716,AlphaEmission,8S7/2,74,NA,NA,NA,NA,NA,NA,NA,9.5,10,95,Actinide
Curium,Cm,96,247,13510,1618.15,3383.15,Solid,1618,3383,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1.828275351591e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.3,NA,NA,NA,,,f,,7,Actinide,[Rn]7s25f76d1,Silver,,CAS7440-51-9,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1.6899999999999999e-10,NA,P63/mmc,194,492062404870555.4,710090055809143.75,AlphaEmission,9D2,60,NA,NA,NA,NA,NA,NA,NA,9.5,11,96,Actinide
Berkelium,Bk,97,247,14780,1323.15,NA,Solid,1323,NA,NA,NA,NA,NA,NA,,NA,10,NA,NA,1.671177266576e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.3,NA,NA,NA,,,f,,7,Actinide,[Rn]7s25f9,,,CAS7440-40-6,CID23971,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,P63/mmc,194,43505517503.81276,62807965499.7332,AlphaEmission,6H15/2,710,NA,NA,NA,NA,NA,NA,NA,9.5,12,97,Actinide
Californium,Cf,98,251,15100,1173.15,NA,Solid,1173,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1.662251655629e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.3,NA,NA,NA,,,f,,7,Actinide,[Rn]7s25f10,,,CAS7440-71-3,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,P63/mmc,194,28403602232.368904,41005200405.87436,AlphaEmission,5I8,2900,NA,NA,NA,NA,NA,NA,NA,9.5,13,98,Actinide
Einsteinium,Es,99,252,NA,1133.15,NA,Solid,1133,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.3,NA,NA,NA,,,f,,7,Actinide,[Rn]7s25f11,,,CAS7429-92-7,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,40755168.69608052,58807458.1430633,AlphaEmission,5I15/2,160,NA,NA,NA,NA,NA,NA,NA,9.5,14,99,Actinide
Fermium,Fm,100,257,NA,1800.15,NA,,1800,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.3,NA,NA,NA,,,f,,7,Actinide,[Rn]7s25f12,,,CAS7440-72-4,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,8683000.00000128,12529999.99999584,AlphaEmission,3H6,5800,NA,NA,NA,NA,NA,NA,NA,9.5,15,100,Actinide
Mendelevium,Md,101,258,NA,1101.15,NA,,1100,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.3,NA,NA,NA,,,f,,7,Actinide,[Rn]7s25f13,,,CAS7440-11-1,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,4450000.000000033,6420000.000000385,AlphaEmission,2F7/2,NA,NA,NA,NA,NA,NA,NA,NA,9.5,16,101,Actinide
Nobelium,No,102,259,NA,1101.15,NA,,1100,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.3,NA,NA,NA,,,f,,7,Actinide,[Rn]7s25f14,,,CAS10028-14-5,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,10000.0000000008,20000.0000000016,AlphaEmission,1S0,NA,NA,NA,NA,NA,NA,NA,NA,9.5,17,102,Actinide
Lawrencium,Lr,103,262,NA,1900.15,NA,,1900,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,,,d,3,7,Transition Metal,[Rn]7s25f147p1,,,CAS22537-19-5,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,36000,51999.999999984,AlphaEmission,2P1/2,NA,NA,NA,NA,NA,NA,NA,NA,9.5,18,103,Actinide
Rutherfordium,Rf,104,261,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,,,d,4,7,Transition Metal,[Rn]7s25f146d2,,,CAS53850-36-5,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,47000.000000016,68000.000000004,AlphaEmission,3F2,NA,NA,NA,NA,NA,NA,NA,NA,7,4,104,Transition Metal
Dubnium,Db,105,262,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,,,d,5,7,Transition Metal,[Rn]7s25f146d3,,,CAS53850-35-4,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,20000.0000000016,29999.9999999988,AlphaEmission,4F3/2,NA,NA,NA,NA,NA,NA,NA,NA,7,5,105,Transition Metal
Seaborgium,Sg,106,266,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,,,d,6,7,Transition Metal,[Rn]7s25f146d4,,,CAS54038-81-2,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,6999.9999999984,10000.0000000008,AlphaEmission,5D0,NA,NA,NA,NA,NA,NA,NA,NA,7,6,106,Transition Metal
Bohrium,Bh,107,264,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,,,d,7,7,Transition Metal,[Rn]7s25f146d5,,,CAS54037-14-8,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,5400,7800.0000000012005,AlphaEmission,6S5/2,NA,NA,NA,NA,NA,NA,NA,NA,7,7,107,Transition Metal
Hassium,Hs,108,277,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,d,8,7,Transition Metal,[Rn]7s25f146d6,,,CAS54037-57-9,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,3999.9999999996,5000.0000000004,AlphaEmission,5D4,NA,NA,NA,NA,NA,NA,NA,NA,7,8,108,Transition Metal
Meitnerium,Mt,109,268,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,d,9,7,Transition Metal,[Rn]7s25f146d7,,,CAS54038-01-6,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,1800,2599.9999999998004,AlphaEmission,4F9/2,NA,NA,NA,NA,NA,NA,NA,NA,7,9,109,Transition Metal
Darmstadtium,Ds,110,281,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,d,10,7,Transition Metal,[Rn]7s15f146d9,,,CAS54083-77-1,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,240,349.99999999998,AlphaEmission,3D3,NA,NA,NA,NA,NA,NA,NA,NA,7,10,110,Transition Metal
Roentgenium,Rg,111,272,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,d,11,7,Transition Metal,[Rn]7s15f146d10,,,CAS54386-24-2,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,600,870,AlphaEmission,2S1/2,NA,NA,NA,NA,NA,NA,NA,NA,7,11,111,Transition Metal
Copernicium,Cn,112,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,d,12,7,Transition Metal,[Rn]7s25f146d10,,,CAS54084-26-3,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,2400,3499.9999999998004,AlphaEmission,1S0,NA,NA,NA,NA,NA,NA,NA,NA,7,12,112,Transition Metal
Nihonium,Nh,113,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,p,13,7,Poor Metal,[Rn]7s25f146d107p1,,,CAS54084-70-7,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,1200,1699.9999999998,AlphaEmission,2P1/2,NA,NA,NA,NA,NA,NA,NA,NA,7,13,113,Poor Metal
Flerovium,Fl,114,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,p,14,7,Poor Metal,[Rn]7s25f146d107p2,,,CAS54085-16-4,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,79.00000000002,120,AlphaEmission,3P0,NA,NA,NA,NA,NA,NA,NA,NA,7,14,114,Poor Metal
Moscovium,Mc,115,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,p,15,7,Poor Metal,[Rn]7s25f146d107p3,,,CAS54085-64-2,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,60,90,AlphaEmission,4S3/2,NA,NA,NA,NA,NA,NA,NA,NA,7,15,115,Poor Metal
Livermorium,Lv,116,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,p,16,7,Poor Metal,[Rn]7s25f146d107p4,,,CAS54100-71-9,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,0.12,0.17300000000000001,AlphaEmission,3P2,NA,NA,NA,NA,NA,NA,NA,NA,7,16,116,Poor Metal
Tennessine,Ts,117,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,p,17,7,Halogen,[Rn]7s25f146d107p5,,,CAS87658-56-8,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,0.05,0.07200000000000001,,2P3/2,NA,NA,NA,NA,NA,NA,NA,NA,7,17,117,Halogen
Oganesson,Og,118,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,p,18,7,Noble Gas,[Rn]7s25f146d107p6,,,CAS54144-19-3,,,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,,NA,0.005,0.007,AlphaEmission,1S0,NA,NA,NA,NA,NA,NA,NA,NA,7,18,118,Noble Gas
lanthanoids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,57–71,Lanthanide
actinoids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,89–103,Actinide
